id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
4615,"Billy Keith Urban In the Ranch Country , Music , Honky Tonk , Contemporary Country 1997 Capitol Nashville",,,,$ 1.29,,3:46,1997
4616,"Billy In the Ranch Country , Music , Honky Tonk , Contemporary Country $ 1.29 3:46 1997",Keith Urban,,,,1997 Capitol Nashville,,
4617,Billy Keith Urban 3:46,,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1997 Capitol Nashville,,1997
4618,"Slow Turning Keith Urban Country , Music , Contemporary Country , Honky Tonk 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 5:28",,"Love , Pain & the Whole Crazy Thing",,$ 1.29,,,10-Oct-06
4619,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing 5:28",,,"Country , Music , Contemporary Country , Honky Tonk",$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,10-Oct-06
4620,"Slow Turning 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",Keith Urban,"Love , Pain & the Whole Crazy Thing","Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,5:28,10-Oct-06
4621,"Slow Turning Keith Urban Love , Pain & the Whole Crazy Thing Country , Music , Contemporary Country , Honky Tonk $ 1.29 5:28 10-Oct-06",,,,,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,
4622,"Slow Turning 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 10-Oct-06",Keith Urban,"Love , Pain & the Whole Crazy Thing","Country , Music , Contemporary Country , Honky Tonk",$ 1.29,,5:28,
4623,"Slow Turning Keith Urban $ 1.29 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 10-Oct-06",,"Love , Pain & the Whole Crazy Thing","Country , Music , Contemporary Country , Honky Tonk",,,5:28,
4624,"Slow Turning Country , Music , Contemporary Country , Honky Tonk 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 5:28",Keith Urban,"Love , Pain & the Whole Crazy Thing",,$ 1.29,,,10-Oct-06
4625,"Slow Turning Keith Urban Country , Music , Contemporary Country , Honky Tonk 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 10-Oct-06",,"Love , Pain & the Whole Crazy Thing",,$ 1.29,,5:28,
4626,"Lucky Charm Keith Urban Country , Music $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 10-Sep-13",,Fuse ( Deluxe Version ),,,,3:06,
4627,"Heart Like Mine Country , Music , Honky Tonk , Contemporary Country 2013 Hit Red Records under exclusive license to Capitol Records Nashville",Keith Urban,Fuse,,$ 1.29,,3:52,10-Sep-13
4628,"Heart Like Mine Keith Urban Country , Music , Honky Tonk , Contemporary Country 3:52 10-Sep-13",,Fuse,,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,,
4629,Heart Like Mine Keith Urban Fuse 10-Sep-13,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:52,
4630,Heart Like Mine Keith Urban Fuse 2013 Hit Red Records under exclusive license to Capitol Records Nashville,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,3:52,10-Sep-13
4631,"Heart Like Mine Keith Urban Fuse Country , Music , Honky Tonk , Contemporary Country 2013 Hit Red Records under exclusive license to Capitol Records Nashville 10-Sep-13",,,,$ 1.29,,3:52,
4632,"Heart Like Mine Keith Urban Country , Music , Honky Tonk , Contemporary Country 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:52",,Fuse,,$ 1.29,,,10-Sep-13
4633,Heart Like Mine Keith Urban 2013 Hit Red Records under exclusive license to Capitol Records Nashville,,Fuse,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,,3:52,10-Sep-13
4634,"( Kissed You ) Good Night NOW That 's What I Call Country Ballads 2 Country , Music 21-Jan-14",Gloriana,,,Album Only,"2014 UMG Recordings , Inc. and Sony Music Entertainment",3:53,
4635,Remember When NOW That 's What I Call Country Ballads,Alan Jackson,,"Country , Music",Album Only,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",4:32,24-Jan-12
4636,"Home Dierks Bentley Country , Music Album Only 2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 12-Jun-12",,"NOW That 's What I Call Country , Vol . 5",,,,3:58,
4637,"The Breath You Take Now That 's What I Call Country , Vol . 4 14-Jun-11",George Strait,,"Country , Music",Album Only,"2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",3:34,
4638,"One Light One Sun Children 's Music , Music , Country $ 0.99 2:16",Kathy Mattea,Country Goes Raffi,,,2001 Rounder,,16-Oct-01
4639,The Stranger Twang ! A Tribute to Hank Marvin & The Shadows 3:47,B ' © la Fleck & The Flecktones,,"Tribute , Music , Pop , Rock",$ 0.99,1996 Ark 21 Records,,1-Jan-96
4640,"Bluegrass Saturday Night Good Thing Going Singer/Songwriter , Music , Country , Contemporary Bluegrass , Contemporary Country , Bluegrass 3:08 21-Jul-08",Rhonda Vincent,,,$ 1.29,2008 Rounder Records Corp.,,
4641,"Sunday Is Sandwich Day ! Children 's Music,Music,Sing-Along , Soundtrack , Rock 2011 Kidz Bop 0:32",The Wiggles,Let 's Eat,,$ 1.29,,,1-Feb-11
4642,"The Choice ( Country Artists for Soles4Souls ) Billy Gilman , Rodney Atkins , Montgomery Gentry , Vince Gill , Amy Grant , Steve Holy , Alan Jackson , Wynonna Judd , Richie McDonald , Reba McEntire , Ronnie Milsap , Craig Morgan , Kellie Pickler , LeAnn Rimes , Diamond Rio , Kenny Rogers , Randy Travis , Josh Turner & Keith Urban The Choice ( Country Artists for Soles4Souls ) - Single Country , Music",,,,$ 1.29,2012 CVR,3:57,16-Apr-12
4643,"Lucky Charm Keith Urban Country , Music 2013 Hit Red Records under exclusive license to Capitol Records Nashville 10-Sep-13",,Fuse ( Deluxe Version ),,$ 1.29,,3:06,
4644,Whatever Brings You Back Act of Valor 5:20,Wynonna Judd,,"Country , Music",$ 1.29,"Compilation 2012 Relativity Music Group , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI Label Services ,",,17-Feb-12
4645,"These Are the Days Be Here Country , Music , Honky Tonk , Contemporary Country 21-Sep-04",Keith Urban,,,$ 1.29,2004 Capitol Records Nashville,2:49,
4646,Booklet - Defying Gravity Keith Urban Album Only,,Defying Gravity,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",--,31-Mar-09
4647,"These Are the Days Country , Music , Honky Tonk , Contemporary Country $ 1.29 2004 Capitol Records Nashville 2:49 21-Sep-04",Keith Urban,Be Here,,,,,
4648,"Booklet - Defying Gravity Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock Album Only -- 31-Mar-09",Keith Urban,Defying Gravity,,,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",,
4649,Lucky Charm Fuse ( Deluxe Version ),Keith Urban,,"Country , Music",$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,10-Sep-13
4650,You 're Not My God Keith Urban Golden Road,,,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2002 Capitol Records Nashville,8:31,4-Oct-02
4651,"Slow Turning Country , Music , Contemporary Country , Honky Tonk $ 1.29",Keith Urban,"Love , Pain & the Whole Crazy Thing",,,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",5:28,10-Oct-06
4652,"Lucky Charm Keith Urban Fuse ( Deluxe Version ) Country , Music",,,,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:06,10-Sep-13
4653,You 're Not My God Keith Urban $ 1.29 2002 Capitol Records Nashville 8:31,,Golden Road,"Country , Music , Honky Tonk , Contemporary Country",,,,4-Oct-02
4654,Lucky Charm $ 1.29 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:06,Keith Urban,Fuse ( Deluxe Version ),"Country , Music",,,,10-Sep-13
4655,"Lucky Charm Country , Music 3:06 10-Sep-13",Keith Urban,Fuse ( Deluxe Version ),,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,,
4656,Lucky Charm Keith Urban $ 1.29 3:06 10-Sep-13,,Fuse ( Deluxe Version ),"Country , Music",,2013 Hit Red Records under exclusive license to Capitol Records Nashville,,
4657,"John Cougar , John Deere , John 3:16 Keith Urban John Cougar , John Deere , John 3:16 - Single Country , Music $ 1.29 3:41",,,,,2015 Hit Red Records under exclusive license to Capitol Records Nashville,,9-Jun-15
4658,Skrillex Orchestral Suite By Varien ( Bonus Track ) Bangarang 6:54,Skrillex,,"Dance , Music , Electronic",$ 1.29,"2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,27-Dec-11
4659,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex & Diplo Skrillex and Diplo Present Jack '`` $ 1.29 3:30,,,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,,24-Feb-15
4660,"I Ca n't Take It ( Party Favor Remix ) This Mixtape Is Fire $ 1.29 2015 Columbia Records , a Division of Sony Music Entertainment 14-Aug-15",Dillon Francis,,"Dance , Music , Electronic",,,4:01,
4661,"Skrillex Orchestral Suite By Varien ( Bonus Track ) Skrillex Bangarang Dance , Music , Electronic $ 1.29 6:54",,,,,"2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,27-Dec-11
4662,"Kill Everybody ( Bare Noize Remix ) Scary Monsters and Nice Sprites Dance , Music , House , Electronic $ 1.29 2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States . 4:41 21-Dec-10",Skrillex,,,,,,
4663,"Kill Everybody ( Bare Noize Remix ) Skrillex Dance , Music , House , Electronic $ 1.29 2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States . 21-Dec-10",,Scary Monsters and Nice Sprites,,,,4:41,
4664,"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex & Diplo Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30",,,,,,,24-Feb-15
4665,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] 24-Feb-15,Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,
4666,SQUAD OUT ! ( feat . Fatman Scoop ) Skrillex & Jauz 4:06 31-Aug-15,,SQUAD OUT ! ( feat . Fatman Scoop ) - Single,"Dance , Music",$ 1.29,2015 OWSLA/Big Beat Records Inc. for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,
4667,"Fire Away Dance , Music , Electronic , Rock 2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States . 14-Mar-14",Skrillex,Recess,,$ 1.29,,5:42,
4668,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex & Diplo Skrillex and Diplo Present Jack '`` $ 1.29,,,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15
4669,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 24-Feb-15,Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",,,3:30,
4670,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ] Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP 2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 16-Jun-15,Skrillex & Diplo,,"Dance , Music",$ 1.29,,2:31,
4671,Skrillex Orchestral Suite By Varien ( Bonus Track ) $ 1.29 6:54,Skrillex,Bangarang,"Dance , Music , Electronic",,"2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",,27-Dec-11
4672,"Caspa Dubstep Sessions ( Continuous DJ Mix ) Caspa Dance , Music , Electronic 1:08:10 20-Jan-13",,Caspa Presents Dubstep Sessions,,Album Only,2013 New State Music ( NEW9120BDUS ),,
4673,"Make It Bun Dem ( Alvin Risk Remix ) Make It Bun Dem After Hours ( Remixes ) Dance , Music , Electronic 28-Aug-12",Skrillex & Damian `` Jr. . Gong '' Marley,,,$ 1.29,2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States .,3:58,
4674,Take '`` There ( feat . Kiesza ) [ Tchami Remix ] Skrillex & Diplo,,Take '`` There ( feat . Kiesza ) [ Remixes ],"Dance , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,4:33,23-Dec-14
4675,"Take '`` There ( feat . Kiesza ) [ Tchami Remix ] Take '`` There ( feat . Kiesza ) [ Remixes ] Dance , Music 23-Dec-14",Skrillex & Diplo,,,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,4:33,
4676,"Take '`` There ( feat . Kiesza ) [ Tchami Remix ] Skrillex & Diplo Take '`` There ( feat . Kiesza ) [ Remixes ] Dance , Music 4:33",,,,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,,23-Dec-14
4677,"Take '`` There ( feat . Kiesza ) [ Tchami Remix ] Skrillex & Diplo Take '`` There ( feat . Kiesza ) [ Remixes ] Dance , Music 2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company 4:33 23-Dec-14",,,,$ 1.29,,,
4678,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` 3:30,Skrillex & Diplo,,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,,24-Feb-15
4679,Take '`` There ( feat . Kiesza ) $ 1.29,Skrillex & Diplo,OWSLA Presents EGGNOG,"Dance , Music",,2014 OWSLA,3:30,4-Mar-15
4680,"Take '`` There ( feat . Kiesza ) OWSLA Presents EGGNOG Dance , Music 2014 OWSLA 3:30 4-Mar-15",Skrillex & Diplo,,,$ 1.29,,,
4681,Take '`` There ( feat . Kiesza ) Skrillex & Diplo OWSLA Presents EGGNOG $ 1.29 2014 OWSLA 3:30 4-Mar-15,,,"Dance , Music",,,,
4682,"Try It Out ( Put Em Up Mix ) Dance , Music , Electronic 2013 Big Beat Records Inc. for the United States and WEA International for the Americas outside the United States . A Warner Music Group Company","Alvin Risk , Skrillex & Jason Aalon Butler",Try It Out - Single,,$ 1.29,,5:22,14-Oct-13
